FibreNumber,proportion_membrane_included,proportion_mito_mass_missed,proportion_membrane
87,42.407407407407405,53.74015748031496,19.70672389127325
88,64.72868217054264,29.545454545454547,23.32219860309748
89,51.724137931034484,29.68299711815562,24.04881550610194
90,29.629629629629626,34.84251968503937,14.671682626538987
91,50.416666666666664,41.517857142857146,21.28666035950804
92,37.62135922330097,42.10526315789473,17.925107427869857
93,46.19565217391305,36.30952380952381,22.815533980582526
94,42.857142857142854,38.46153846153847,21.223021582733814
95,35.8843537414966,34.71223021582734,12.870275791624106
96,54.276315789473685,60.06944444444444,26.069182389937108
97,34.32203389830508,25.90909090909091,16.1834475487612
98,29.20168067226891,36.26126126126126,13.55455568053993
99,32.38095238095238,29.381443298969074,14.781634938409855
100,33.97435897435898,23.556581986143186,15.464632454923716
101,34.05511811023622,45.168067226890756,16.418439716312054
102,30.182926829268293,21.62162162162162,18.055555555555554
103,31.818181818181817,48.91304347826087,18.072289156626507
104,25.815217391304344,25.595238095238095,11.849315068493151
105,34.0,60.0,22.94887039239001
106,23.02325581395349,42.606516290726816,12.975778546712801
107,35.09316770186335,39.27986906710311,14.237123420796891
108,37.06293706293706,53.90334572490706,17.40704179006252
109,36.49732620320856,30.48951048951049,13.912155260469866
110,37.00159489633174,46.801346801346796,15.987460815047022
111,16.25,25.874125874125873,11.87624750499002
112,25.943396226415093,33.248081841432224,15.59633027522936
113,34.401709401709404,42.6605504587156,16.59353809333865
114,22.991071428571427,20.0,15.804274465691789
115,29.6875,40.292275574112736,14.797580269892974
116,38.83333333333333,37.147887323943664,15.473441108545035
117,37.121212121212125,41.41414141414141,17.988614800759013
118,42.578125,48.333333333333336,19.33602512337371
119,32.29166666666667,40.401785714285715,15.102356122054847
120,40.97222222222222,33.75,16.069651741293534
121,26.984126984126984,30.851063829787233,13.716814159292035
122,30.043859649122805,42.31678486997636,14.010695187165775
123,41.47982062780269,36.95652173913043,18.497474747474747
124,34.56521739130435,40.375586854460096,18.229166666666664
125,35.14285714285714,37.4251497005988,17.397504456327987
126,35.97972972972973,58.96057347670251,17.65983860955928
127,16.467780429594274,28.13299232736573,8.64406779661017
128,38.78504672897196,38.38383838383838,17.88235294117647
129,43.526785714285715,32.69230769230769,21.929215822345594
130,33.40248962655601,30.973451327433626,14.177618478693748
131,50.150150150150154,32.52032520325203,18.730627306273064
132,31.026785714285715,23.373493975903614,12.032967032967033
133,34.841628959276015,46.09756097560976,20.687645687645688
134,25.952380952380956,37.46770025839793,14.467849223946786
135,45.15503875968992,35.53719008264463,17.004178720668595
136,25.34965034965035,23.14814814814815,11.968449931412895
137,32.794117647058826,37.191358024691354,11.998292058070026
138,31.367924528301888,28.388746803069054,17.096018735362996
139,37.39279588336192,42.0,14.954101273319514
140,38.169642857142854,49.75961538461539,19.49685534591195
141,32.95454545454545,40.0,15.427769985974754
142,26.8018018018018,58.7378640776699,16.517055655296232
143,25.223214285714285,18.795180722891565,10.911736178467507
144,24.0,28.73134328358209,13.708820403825717
145,44.858156028368796,39.473684210526315,16.881443298969074
146,43.609022556390975,49.8,17.03071672354949
147,25.198412698412696,28.510638297872344,11.710927296473661
148,34.090909090909086,41.32231404958678,17.36810906935388
149,28.333333333333332,39.37823834196891,17.74891774891775
150,41.13636363636364,38.970588235294116,22.145976294447912
151,25.32347504621072,34.11764705882353,12.680115273775217
152,34.375,45.91346153846153,16.09251968503937
153,25.0,35.73487031700288,13.400673400673401
154,25.203252032520325,20.217391304347824,13.038850452368282
155,36.61616161616162,43.68131868131868,22.305764411027567
156,33.84321223709369,47.070707070707066,14.280442804428045
157,27.755905511811026,30.88235294117647,11.868231046931408
158,38.44765342960289,62.45210727969349,19.00414937759336
159,48.16326530612245,40.57017543859649,23.873873873873876
160,41.875,40.625,22.998137802607076
161,36.36363636363637,30.47945205479452,15.372124492557509
162,36.580882352941174,29.8828125,14.780100937274693
163,50.349650349650354,32.96296296296296,20.96530920060332
164,40.96153846153846,36.47540983606557,18.040013563919974
165,49.803149606299215,32.563025210084035,16.851595006934815
166,36.858974358974365,34.29054054054054,14.013709063214014
167,32.83062645011601,40.72769953051643,15.428702430077944
168,34.61538461538461,44.90861618798956,14.41299790356394
169,32.87128712871287,40.63157894736842,17.99019607843137
170,38.91509433962264,35.204081632653065,17.73981603153745
171,38.47402597402597,34.417808219178085,15.221476510067115
172,36.84210526315789,48.82075471698113,20.93553907586994
173,40.0,47.44525547445255,18.04608893216488
174,34.183673469387756,36.666666666666664,23.599052880820835
175,23.25581395348837,58.992805755395686,20.070422535211268
176,35.79545454545455,82.97872340425532,36.61971830985916
177,41.40625,44.73684210526316,20.46045302636465
178,33.08080808080808,40.65934065934066,13.561320754716983
179,31.40495867768595,41.3716814159292,18.04602341542188
180,32.31707317073171,40.08714596949891,16.50602409638554
181,29.435483870967744,31.25,14.436781609195402
182,42.350746268656714,38.69047619047619,17.52754820936639
183,24.770642201834864,38.21339950372209,16.134858518964478
184,29.945054945054945,32.42424242424242,16.83794466403162
185,31.801470588235293,43.1640625,14.159001314060445
186,30.339805825242717,45.0,15.598885793871867
187,41.80602006688963,31.737193763919823,18.873826903023982
188,30.033557046979865,25.177304964539005,14.138993495378296
189,27.89473684210526,29.597701149425287,12.641509433962264
190,37.709497206703915,37.042459736456806,13.794652886991688
191,23.317307692307693,28.90625,11.29458388375165
192,27.981651376146786,34.49131513647642,15.254237288135593
193,36.27684964200477,53.608247422680414,22.125435540069684
194,45.74074074074074,24.606299212598426,15.406607369758577
195,26.7578125,44.76987447698745,16.603053435114504
196,17.857142857142858,40.963855421686745,11.683848797250858
197,33.33333333333333,43.932038834951456,17.045454545454543
198,45.04405286343612,28.270042194092827,17.656500802568218
199,47.953216374269005,84.20245398773007,33.12948683860675
200,27.192982456140353,46.44549763033176,17.770897832817337
201,34.9537037037037,32.75,16.265382557517388
202,32.432432432432435,27.184466019417474,16.4969450101833
203,44.67353951890035,34.48275862068966,17.435158501440924
204,32.08661417322835,21.263157894736842,14.516129032258066
205,25.0,36.622807017543856,14.367816091954023
206,39.12337662337662,42.09621993127148,16.27037135987176
207,35.47008547008547,45.622119815668206,15.829145728643216
208,26.973684210526315,51.10294117647059,20.471464019851116
209,43.31550802139038,66.1807580174927,30.17241379310345
210,35.810810810810814,41.07142857142857,14.61100569259962
211,23.983739837398375,31.73913043478261,10.728542914171657
212,45.45454545454545,36.29032258064516,15.78586135895676
213,30.416666666666664,58.92857142857143,17.71144278606965
214,32.72727272727273,38.17733990147783,18.44598862918509
215,40.0,64.01766004415012,20.52532833020638
216,35.0,60.05747126436781,19.156118143459917
217,38.669064748201436,34.608030592734224,15.40973871733967
218,39.795918367346935,52.5,21.0455764075067
219,2.2900763358778624,7.18503937007874,4.711821623895667
220,32.74647887323944,43.47014925373134,16.879875195007802
221,28.92857142857143,46.96969696969697,14.082599864590387
222,39.224137931034484,35.41666666666667,18.8385269121813
223,17.913385826771652,21.638655462184875,7.259865971705137
224,30.913978494623656,35.693215339233035,15.638575152041703
225,27.205882352941174,31.906614785992215,15.289421157684629
226,32.359550561797754,25.60386473429952,15.54267650158061
227,33.71212121212121,39.516129032258064,14.84859540313754
228,51.30434782608696,42.28971962616823,22.357019064124785
229,43.26086956521739,37.470725995316165,16.049382716049383
230,36.53846153846153,40.469973890339425,15.57614360162131
231,20.28301886792453,38.52040816326531,10.06578947368421
232,35.14150943396226,33.41836734693878,16.923925027563396
233,44.52380952380952,48.704663212435236,23.228111971411554
234,39.40397350993378,37.41258741258741,18.73229461756374
235,9.48905109489051,18.410852713178294,9.31023816888339
236,40.723270440251575,36.75496688741722,17.8021327014218
237,38.793103448275865,40.50925925925926,15.467904098994586
238,45.9051724137931,34.72222222222222,17.85019455252918
239,41.1214953271028,32.91139240506329,20.766773162939298
240,41.73913043478261,29.906542056074763,15.402089959109496
241,34.29752066115703,40.26548672566372,16.497125165855817
242,31.510416666666668,30.140845070422532,14.836363636363636
243,36.868686868686865,33.33333333333333,19.78319783197832
244,29.166666666666668,33.77659574468085,13.970210580380071
245,37.96296296296296,57.99999999999999,22.108626198083066
246,32.82442748091603,36.17886178861789,12.782764811490125
247,28.6231884057971,43.65384615384615,12.491951062459755
248,34.810126582278485,34.50704225352113,19.07020872865275
249,21.89655172413793,25.776965265082268,8.367729831144466
250,21.875,39.23611111111111,11.907066795740562
251,40.838509316770185,34.20621931260229,14.79657942472143
252,35.17857142857143,50.9469696969697,18.467583497053045
253,44.47115384615385,59.895833333333336,22.820236813778255
254,31.871838111298484,25.53191489361702,10.46941678520626
255,30.0,28.940568475452196,14.387096774193548
256,33.0078125,40.625,14.14179104477612
257,26.75736961451247,43.872549019607845,15.0
258,21.666666666666668,37.96296296296296,11.090573012939002
259,26.31578947368421,30.66132264529058,12.57932064203061
260,51.53508771929825,36.32075471698113,23.938002296211252
261,35.452586206896555,34.11405295315682,14.316436251920123
262,23.37962962962963,20.100502512562816,10.352941176470589
263,39.51048951048951,46.2962962962963,16.63978494623656
264,40.33613445378151,29.79683972911964,15.813253012048193
265,31.15942028985507,35.32818532818533,12.732374605401613
266,35.63218390804598,30.063291139240505,17.779632721202006
267,33.714285714285715,34.184397163120565,20.363636363636363
268,48.68421052631579,62.88416075650118,24.453394706559266
269,11.585365853658537,13.85135135135135,10.586176727909011
270,32.89473684210527,37.06896551724138,14.967462039045554
271,44.747899159663866,36.486486486486484,21.745711402623613
272,34.883720930232556,31.818181818181817,13.297045101088647
273,16.95906432748538,23.809523809523807,11.155778894472363
274,51.86915887850467,48.23232323232323,25.09881422924901
275,18.485915492957748,42.13483146067416,11.898641204553801
276,30.522088353413658,32.97644539614561,13.862433862433862
277,38.59060402684564,28.195488721804512,20.882669537136707
278,27.55474452554745,25.968992248062015,10.727707550392894
279,35.892857142857146,28.030303030303028,15.636363636363637
280,34.375,36.05769230769231,15.54054054054054
281,29.6583850931677,30.81967213114754,12.043530834340991
282,27.483443708609272,43.18181818181818,13.227016885553471
283,38.288288288288285,40.53398058252427,18.76440756108806
284,52.21088435374149,46.043165467625904,21.622377622377623
285,43.73464373464373,33.9572192513369,20.304232804232804
286,39.008620689655174,41.16279069767442,19.22873745377707
287,34.95762711864407,27.790432801822323,14.688128772635814
288,32.142857142857146,28.846153846153843,14.040114613180515
289,26.171875,33.194154488517746,12.151567944250871
290,47.42063492063492,39.361702127659576,19.503700478885502
291,25.201612903225808,36.637931034482754,13.582778062532036
292,29.166666666666668,39.479905437352244,16.88911704312115
293,16.230366492146597,35.239852398523986,10.771113831089352
294,41.66666666666667,37.5,14.010450685826257
295,56.54205607476636,79.54545454545455,24.147414741474147
296,43.925233644859816,37.121212121212125,19.474727452923688
297,44.776119402985074,38.91891891891892,19.93243243243243
298,32.3394495412844,41.43920595533499,15.880758807588075
299,33.91304347826087,39.48598130841122,16.10337972166998
300,44.45783132530121,36.87423687423688,19.144640234948604
301,31.335616438356162,23.731884057971016,13.3888532991672
302,48.55769230769231,56.770833333333336,25.65141864504922
303,35.36379018612521,37.634408602150536,14.430297094351943
304,24.107142857142858,35.294117647058826,12.688172043010754
305,35.66666666666667,47.879858657243815,16.882706291495417
306,30.701754385964914,35.46099290780142,13.894080996884735
307,44.47115384615385,42.1875,23.394495412844037
308,40.400000000000006,34.401709401709404,16.8077900084674
309,19.230769230769234,166.66666666666669,83.33333333333334
310,35.53719008264463,29.490022172949004,15.970772442588727
311,12.5,220.00000000000003,100.0
312,7.5,320.0,60.0
313,22.376543209876544,36.52597402597403,11.032567533451148
314,23.684210526315788,42.142857142857146,13.109425785482124
315,41.891891891891895,33.33333333333333,21.53954802259887
316,24.025974025974026,49.184149184149184,14.21628189550425
317,35.38306451612903,30.218068535825545,13.240997229916898
318,24.81203007518797,41.6,11.350691619202603
319,40.70945945945946,40.714285714285715,15.372860635696822
320,35.23622047244094,49.159663865546214,16.18069815195072
321,36.21495327102804,39.39393939393939,15.958034235229155
322,27.43362831858407,40.334128878281625,15.847310584152691
323,52.80373831775701,52.77777777777778,22.115384615384613
324,42.82786885245902,39.473684210526315,20.236686390532544
325,29.910714285714285,33.41346153846153,15.965939329430547
326,31.93069306930693,44.89247311827957,15.892255892255891
327,17.857142857142858,36.51804670912951,11.206574523720583
328,30.424528301886795,36.57289002557545,13.757300454250487
329,43.78787878787879,29.98405103668261,17.432150313152402
330,27.66393442622951,34.42982456140351,13.294276701216765
331,47.12643678160919,32.05944798301486,18.036363636363635
332,33.984375,24.791666666666668,14.63607594936709
333,46.32352941176471,27.00534759358289,17.495807713806595
334,39.7887323943662,32.21153846153847,16.980276581274087
335,28.252032520325205,45.65217391304348,15.467625899280577
336,32.942555685814774,43.198090692124104,16.626578472639807
337,34.81071098799631,45.18518518518518,16.776007497656984
338,38.782051282051285,48.05414551607445,19.353582554517136
339,41.92307692307693,37.09016393442623,20.588235294117645
340,43.148148148148145,41.94831013916501,17.20747295968535
341,35.22727272727273,35.88709677419355,15.268650947042905
342,43.729903536977496,35.59602649006622,19.903093551994036
343,33.057851239669425,47.123893805309734,15.20994001713796
344,36.81818181818181,46.568627450980394,20.473876063183475
345,35.4014598540146,52.33463035019456,16.651583710407238
346,24.5,33.15217391304348,14.754098360655737
347,24.818840579710145,41.50579150579151,13.801261829652997
348,38.275862068965516,40.14598540145985,15.913913307062746
349,32.241379310344826,46.35036496350365,15.464994775339601
350,38.05555555555556,43.292682926829265,20.889894419306184
351,27.9126213592233,32.10526315789474,13.23185011709602
352,24.285714285714285,48.582995951417004,19.184290030211482
353,16.94214876033058,30.22222222222222,9.88671472708548
354,48.837209302325576,30.165289256198346,19.507269789983845
355,29.797979797979796,30.11049723756906,14.98847040737894
356,29.59558823529412,51.5686274509804,18.4549356223176
357,29.666666666666668,29.929577464788732,10.970464135021098
358,28.18181818181818,27.205882352941174,12.747875354107649
359,36.17424242424242,38.38383838383838,15.966062475896644
360,40.81846799580273,33.29969727547931,14.424606681986917
361,34.88843813387424,49.0238611713666,16.371220020855056
362,28.967254408060455,30.24523160762943,17.94466403162055
363,26.89075630252101,38.009049773755656,14.44061113849187
364,55.63725490196079,47.340425531914896,21.798520204894707
365,24.778761061946902,29.523809523809526,12.68867924528302
366,32.92079207920792,53.2258064516129,15.429917550058892
367,41.6,47.96573875802998,18.18933443571724
368,36.650485436893206,38.15789473684211,17.17620900500278
369,31.73076923076923,45.95300261096606,17.584745762711865
370,42.63392857142857,40.86538461538461,18.36638338054769
371,25.28409090909091,35.22012578616352,12.222222222222221
372,34.183673469387756,29.444444444444446,17.8475935828877
373,30.482456140350877,41.509433962264154,14.545454545454545
374,47.452229299363054,37.24832214765101,16.634146341463417
375,45.15503875968992,28.008298755186722,17.663954044997606
376,24.107142857142858,40.131578947368425,18.031278748850045
377,31.48148148148148,35.427135678391956,13.568773234200743
378,32.33333333333333,39.64601769911504,14.417693169092946
379,32.67543859649123,35.613207547169814,15.18324607329843
380,28.636363636363637,45.20884520884521,14.293981481481483
381,32.00934579439252,44.696969696969695,17.47296528173022
382,25.28409090909091,52.81249999999999,16.468039003250272
383,55.36945812807882,34.411764705882355,19.216250224698904
384,43.418013856812934,37.96526054590571,18.06282722513089
385,47.520184544406,40.778923253150055,18.14102564102564
386,32.53012048192771,39.144215530903324,14.434117003827229
387,30.620155038759687,39.46280991735537,17.8876404494382
388,28.255528255528255,41.6,13.57183418512209
389,32.73809523809524,43.43220338983051,14.874050379848061
390,32.142857142857146,46.94444444444444,14.197148171109733
391,37.5,30.357142857142854,15.796344647519584
392,28.169014084507044,20.149253731343283,10.947230416256964
393,39.07766990291262,28.306878306878307,18.65671641791045
394,39.03281519861831,26.824817518248175,15.01695960530373
395,56.70170827858082,31.815528312901343,17.233874159081918
396,29.126213592233007,25.0,14.344262295081966
397,32.19512195121951,41.00529100529101,16.528436018957347
398,26.521739130434785,38.875878220140514,13.112164296998422
399,33.33333333333333,28.40909090909091,21.762452107279692
400,24.056603773584907,45.26854219948849,13.119533527696792
401,33.76865671641791,36.11111111111111,14.795698924731182
402,42.54032258064516,37.71551724137931,18.823529411764707
403,32.61802575107296,42.57425742574257,21.161048689138575
404,44.38775510204081,35.431654676258994,18.304597701149426
405,36.295180722891565,37.81645569620253,13.198602794411176
406,44.45701357466063,41.84476940382452,19.90828162934988
407,40.87591240875913,55.03875968992248,13.598396257935184
408,26.45631067961165,48.54881266490765,13.636363636363635
409,34.48275862068966,40.0462962962963,14.338689740420271
410,36.594202898550726,33.65384615384615,14.639556377079483
411,35.892857142857146,48.007590132827325,17.073170731707318
412,36.05769230769231,39.0625,16.281971303805364
413,41.299790356394126,35.79418344519016,19.05550952775476
414,27.61904761904762,27.061855670103093,13.07824100513992
415,45.370370370370374,36.22047244094488,18.270622286541244
416,32.22222222222222,29.330708661417322,12.545322697606961
417,28.888888888888886,39.75535168195719,15.15418502202643
418,25.79787234042553,12.244897959183673,22.977624784853703
419,33.97435897435898,43.34862385321101,15.544332210998876
420,44.650205761316876,41.00877192982456,15.827338129496402
421,29.03225806451613,42.772861356932154,16.477702191987905
422,41.517857142857146,24.096385542168676,24.43019943019943
423,25.742574257425744,35.67567567567568,13.540912382331644
424,32.26495726495727,40.229885057471265,15.520833333333334
425,26.24254473161034,23.728813559322035,10.145608266791921
426,12.345679012345679,36.55172413793103,8.91304347826087
427,37.86764705882353,34.1796875,16.0530679933665
428,42.76315789473684,34.43396226415094,17.630726515502083
429,41.91033138401559,45.13457556935818,19.654913728432106
430,40.20618556701031,46.62921348314607,22.106824925816024
431,38.31967213114754,40.35087719298245,15.61812582490101
432,41.82041820418204,71.16336633663366,19.896519285042334
433,29.357798165137616,41.43920595533499,14.087061668681983
434,41.19047619047619,44.30051813471503,19.239766081871345
435,32.6219512195122,53.559322033898304,16.270218839200762
436,33.3984375,28.125,13.529149977748109
437,25.0,24.074074074074073,13.638904415874789
438,31.30252100840336,42.567567567567565,15.576171875
439,32.78301886792453,33.41836734693878,20.21818181818182
440,17.857142857142858,50.27777777777778,10.547095318668923
441,30.182926829268293,30.847457627118647,17.875920084121976
442,23.259493670886076,40.5,11.507537688442211
443,22.0,54.850746268656714,15.302013422818792
444,32.3943661971831,32.89719626168225,13.703416149068323
445,23.95498392282958,39.83050847457627,11.78369652945924
446,43.63207547169811,33.33333333333333,21.21043864519711
447,41.29213483146067,96.90402476780186,25.87917042380523
448,37.92134831460674,35.09316770186335,15.680880330123797
449,32.71028037383177,37.9746835443038,14.235085646780862
450,19.345238095238095,20.13201320132013,16.17195496417605
451,37.11656441717792,49.03225806451613,15.769542872599404
452,39.8936170212766,50.437317784256564,22.498118886380738
453,27.659574468085108,46.80232558139535,17.11340206185567
454,44.37984496124031,36.72199170124482,15.638766519823788
455,26.50862068965517,38.97911832946635,15.588385124808966
456,20.246913580246915,22.074468085106382,11.964285714285715
457,25.36764705882353,42.3828125,12.87779237844941
458,36.224489795918366,50.55555555555556,14.860014357501793
459,35.294117647058826,43.89140271493213,14.341387373343725
460,23.61111111111111,91.81818181818183,21.31979695431472
461,24.483306836248012,36.060100166944906,12.075287215839648
462,38.577586206896555,27.314814814814813,17.132689374682258
463,46.05263157894737,44.252873563218394,28.662420382165603
464,25.177304964539005,35.902255639097746,11.749116607773852
465,27.247191011235955,38.2716049382716,14.614243323442135
466,48.40909090909091,36.36363636363637,27.418126428027417
467,47.65625,24.89539748953975,22.324823465507876
468,16.315789473684212,25.072046109510087,11.428571428571429
469,53.98936170212766,45.05813953488372,24.932065217391305
470,59.333333333333336,92.91044776119402,41.70905391658189
471,33.23170731707317,70.84745762711864,24.533001245330013
472,26.488095238095237,50.6578947368421,15.681233933161954
473,51.85185185185185,43.44827586206896,35.84905660377358
474,47.47937671860678,33.876500857632934,17.339103727488485
475,29.330708661417322,42.016806722689076,15.813686026451984
476,35.41666666666667,35.714285714285715,16.150296638101516
477,46.65314401622718,37.365010799136066,16.529543754674645
478,37.17948717948718,59.63302752293578,18.927835051546392
479,34.11764705882353,40.35532994923858,16.605839416058394
480,46.98795180722892,41.50537634408602,24.82152663371774
481,35.74766355140187,39.54081632653062,17.010005885815186
482,37.919463087248324,38.652482269503544,12.681970884658455
483,19.91869918699187,27.608695652173914,9.474768280123584
484,51.483050847457626,32.72727272727273,22.822543083372146
485,28.118393234672308,35.30751708428246,13.20450885668277
486,10.0,300.0,80.0
487,35.091743119266056,38.308457711442784,18.109756097560975
488,41.37931034482759,42.08092485549133,16.820440028388926
489,34.151785714285715,36.496350364963504,15.098351940457203
490,28.007889546351084,19.70649895178197,11.044638748274275
491,48.88059701492538,36.137440758293835,17.8062383804999
492,28.218465539661896,33.0188679245283,12.050038294613225
493,23.78640776699029,33.68421052631579,10.701484895033282
494,32.71939328277356,42.588495575221245,13.185209211806681
495,44.49938195302843,37.82857142857143,18.809404702351177
496,25.0,43.96551724137931,11.0819917633845
497,43.18181818181818,21.460176991150444,19.719208679004467
498,29.421768707482993,28.9568345323741,15.887850467289718
499,36.637931034482754,47.09976798143852,20.778318276580958
500,28.465346534653463,38.00539083557952,14.702154626109
501,35.98553345388788,54.19847328244275,20.32312925170068
502,32.89473684210527,41.040462427745666,17.86030061892131
503,33.455882352941174,36.71875,15.844875346260388
504,27.6,36.53846153846153,11.793214862681744
505,10.0,400.0,80.0
506,29.136690647482016,39.88549618320611,13.072625698324023
507,39.189189189189186,47.34848484848485,22.428748451053284
508,45.81818181818182,42.664092664092664,15.674477517416086
509,12.5,459.99999999999994,100.0
510,37.05357142857143,40.144230769230774,17.909496494582537
511,60.049019607843135,56.266666666666666,33.35872048743336
512,27.473958333333332,38.04347826086957,16.404589885252868
513,30.63973063973064,45.48872180451128,14.854682454251883
514,47.77777777777778,39.56692913385827,17.542120911793855
515,37.4031007751938,28.09917355371901,15.96045197740113
516,23.058252427184467,35.09234828496042,13.246599645180368
517,36.04938271604938,39.57219251336899,16.098378982671885
518,23.04964539007092,47.556390977443606,11.474219317356573
519,49.55357142857143,29.375,17.49058971141782
520,47.28260869565217,35.223880597014926,24.312267657992564
521,38.68954758190328,39.02077151335311,16.694214876033058
522,40.401785714285715,36.77884615384615,18.439716312056735
523,36.422413793103445,57.17592592592593,21.408045977011493
524,28.29861111111111,36.162361623616235,12.93595434369055
525,34.46969696969697,59.74025974025974,21.666666666666668
526,26.25,41.30434782608695,13.795379537953794
527,41.32029339853301,46.965699208443276,22.025495750708217
528,25.694444444444443,27.0,13.168724279835391
529,36.28048780487805,38.513513513513516,18.02154750244858
530,46.98972099853157,30.247718383311607,20.440602342442833
531,34.79381443298969,38.20224719101123,13.597359735973596
532,45.0,49.64871194379391,22.371364653243848
533,39.44444444444444,35.97560975609756,18.39581517000872
534,39.719626168224295,30.05050505050505,15.177154944473822
535,25.37313432835821,22.86282306163022,10.8038029386344
536,22.577854671280274,23.405972558514932,11.233211233211234
537,28.418803418803417,25.0,13.188854489164086
538,52.56849315068494,52.17391304347826,25.929283771532184
539,61.50793650793651,66.97247706422019,54.52538631346579
540,27.02020202020202,43.13186813186813,14.079422382671481
541,26.869158878504674,49.24242424242424,15.599343185550083
542,35.84070796460177,41.38755980861244,14.556609035136642
543,38.577586206896555,20.424107142857142,14.678047875301539
544,28.61111111111111,26.52439024390244,17.77777777777778
